最新免笔试筛选方法,附件,超链接,截止日期,公告链接,招聘类型,备注,公司行业,是否免笔试,投递链接,标记,公司,工作地点,内推码,岗位,更新时间,父记录
,,,招满即停,https://mp.weixin.qq.com/s/sa2cx-PHm9fOeZfp9MwLyA,26届秋招,金融壹账通的部分岗位有笔试，其他非技术岗都是免笔试的,金融,含免笔试,https://campus.pingan.com/oneconnect,,金融壹账通,北京 | 上海 | 广州 | 深圳 | 武汉 | 西安 | 成都 | 全国各地,,"业务类
 | 产品类
 | 科技类
 | 职能类
 | 销售/售前/解决方案等
 | 作为业务专家，你需要开拓国内及海外银行、保险等金融机构及政企机构的市场，挖掘合作机会，倾听客户需求，通过为客户提供专业的产品解决方案，与客户实现共同成长。
 | 产品经理/产品运营等
 | 作为产品专家，你需要深入了解用户需求，分析用户行为数据，输出产品方案的同时与技术团队一同将方案落地，并持续运营优化，提升用户体验。
 | 软件开发/算法/测试等
 | 作为科技专家，你需要根据产品方案进行技术开发，实现产品的核心功能需求；需要关注前沿技术动态，不断提升自身能力，为产品创新和业务发展提供强有力的技术支持。
 | 企划预算/财务等
 | 作为职能专家，你需要运用专业的知识与技能，解决企划、财务、法务、人力、行政等领域的相关问题，进行跨部门协作，优化流程，为公司稳健经营与高效运作提供保障。",2025-09-08,
,,,招满即停,https://mp.weixin.qq.com/s/d5OOmGwsdrpFtR-4zdkS9A,26届秋招,沃尔玛有完善的培养体系，发展路径,外企 | 快消零售,含免笔试,https://webapp.zhaopin.com/2025/hd/wemzg0704ZL82493/jobs1/index.html?id=10076001,,沃尔玛,北京 | 天津 | 石家庄 | 沈阳 | 大连 | 上海 | 南京 | 无锡 | 常州 | 苏州 | 南通 | 扬州 | 杭州 | 宁波 | 温州 | 嘉兴 | 绍兴 | 合肥 | 福州 | 厦门 | 泉州 | 南昌 | 济南 | 青岛 | 武汉 | 长沙 | 广州 | 深圳 | 珠海 | 惠州 | 东莞 | 中山 | 南宁 | 重庆 | 成都 | 全国各地,,山姆营运管培生,2025-10-29,
,,,招满即停,https://mp.weixin.qq.com/s/ouq6F7rwsXnYhkaFCgnBsA,26届秋招,凯莱英给六险一金，提供户口,生物医药,含免笔试,文末扫码投递,,凯莱英医药集团,天津 | 北京 | 上海 | 全国各地,,化学研发岗  化工研发岗  生物研发岗  生产类  分析类   制剂类  集团管培生,2025-09-18,
,,,招满即停,https://mp.weixin.qq.com/s/f5HdQ0d7UQzXBf2PfKi7hQ,26届秋招,九洲药业也是免笔试的，直接发起面试,生物医药,含免笔试,👈文中扫码投递,,九洲药业,杭州 | 台州 | 南京 | 苏州 | 盐城,,"研发类
 | 生产技术类
 | EHS
 | EHS类
 | 销售类
 | AI
 | 信息技术类
 | 工程技术类
 | 质量类
 | 项目管理类
 | 职能支持类",2025-09-16,
,,,招满即停,https://mp.weixin.qq.com/s/7w9ejbK-0JVnI_gkrrfCYQ,26届秋招,长川科技有AI笔面试，不过部分岗位免笔试，公告已经说明了“岗位招满即停，早网申、早面试、早offer”,半导体,含免笔试,https://www.hzcctech.com,,长川科技,北京 | 上海 | 杭州 | 苏州 | 成都 | 哈尔滨 | 内江 | 深圳 | 厦门 | 南京 | 合肥,,"算法开发类
 | 精密运动控制、计算物理算法、深度学习算法
 | 软件开发类
 | 驱动、软件、自动化软件、视觉软件
 | 机械类
 | 机械、传热、制冷
 | 应用开发类应用开发、视觉应用开发
 | 质量管理类成品/出厂检验、客户/过程质量管理
 | 硬件开发类
 | FPGA、硬件、射频、电气、layout、光学、产品
 | 测试类
 | 硬件测试、软件测试
 | 仿真类
 | CFD、EMC 仿真、SI 仿真
 | 技术支持类
 | 售后服务、实验室运维
 | 供应链类
 | 采购、计划、工艺、调试、组装…",2025-09-02,
,,,招满即止,https://mp.weixin.qq.com/s/7qLT63E8ZBnkqdxI3xF4jg,26届秋招,,外企,含免笔试,https://www.moseeker.com/position/index/pid/3279846?forward_id=efd4e50c88a611f0a9fc00163e003ad7&wechat_signature=Y2FiODg5NDQzOGQ0NjE1Y2NlM2I4MWNkOGE3NzQyMGJkMzRjM2IyMQ&recom=Olfzxxxxxe&share_time=1756891104716,,雅培,上海 | 杭州 | 嘉兴,,运营管理培训生：运营、生产、工程、工厂质量,2025-09-23,
,,,招满即停,https://mp.weixin.qq.com/s/30-r0m8Rjas49n7rQyJOQQ,26届秋招,超盈国际有五险一金，双晋升通道，带薪假期，多个岗位,其他,含免笔试,https://mp.weixin.qq.com/s/30-r0m8Rjas49n7rQyJOQQ,,超盈国际,东莞 | 海外,,纺织 染整 轻化 应化 化学工程 高分子材料 服装与服饰设计 工艺美术设计 3D设计 视觉设计 英语 国际经济与贸易 市场营销 环境工程 机电 机械 能源动力,2025-10-21,
,,,招满即停,https://mp.weixin.qq.com/s/5r63NJX_tUJf0DRUMGSykw,26届秋招,晔龙国际&粕力科技集团有较高薪资，绩效奖金，带薪年假，工作氛围好,其他,含免笔试,https://mp.weixin.qq.com/s/5r63NJX_tUJf0DRUMGSykw,,晔龙国际&粕力科技集团,全国各地,,市场营销类 物流管理类 金融类（金融、经济与贸易、物流管理、工商管理、财务管理等相关专业背景）,2025-10-28,
,,,招满即停,https://mp.weixin.qq.com/s/30-r0m8Rjas49n7rQyJOQQ,26届秋招,超盈国际有五险一金，双晋升通道，带薪假期，多个岗位,其他,含免笔试,https://mp.weixin.qq.com/s/30-r0m8Rjas49n7rQyJOQQ,,超盈国际,东莞 | 海外,,纺织 染整 轻化 应化 化学工程 高分子材料 服装与服饰设计 工艺美术设计 3D设计 视觉设计 英语 国际经济与贸易 市场营销 环境工程 机电 机械 能源动力,2025-10-21,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI3NDQxMzcwNw==&mid=2247507527&idx=1&sn=0c28472328a48b9dd86c208548780dd9&chksm=eb16ffa3dc6176b563efcef5c12644121a134756fdcba2009a673fdef758bc2acd42f74262f4#rd,26届秋招,,汽车新能源,含免笔试,https://xjjurong.zhaopin.com/job/index.html,,巨融能源,北京,,人力资源方向 财务方向 审计方向 安环方向 采购方向 运营管理方向 销售物流方向 科研方向 工艺/设备电气/仪表方向 加注站设备操作方向,2025-10-05,
,,,招满即停,https://mp.weixin.qq.com/s/fmltarnPOOz8lorBr1elVw,26届秋招,电装是免笔试的,外企,含免笔试,https://denso.zhiye.com/campus,,电装,上海 | 昆山,,"ADAS技术研发岗（仅限26届）
 | o
 | ADAS功能匹配工程师
 | ADAS信息安全工程师
 | ADAS摄像头硬件工程师（摄像头方向）
 | ADAS摄像头硬件工程师（ADU方向）
 | 机械设计研发岗
 | • 项目管理岗-
 | 25届投递岗位
 |  电机机械助理工程师
 |  动力系统助理工程师
 |  项目企划专员
",2025-09-09,
,,,26.9.30,https://mp.weixin.qq.com/s/uyJOb8mKlGNKBHzfUBbFKg,春招,节卡机器人网申时间长、有带教培训体系,制造业,含免笔试,https://www.jaka.com/zh/position,,节卡机器人,上海 | 常州 | 深圳,,产研端营销服职能类,2026-02-05,
,,,12.31,http://mp.weixin.qq.com/s?__biz=MzIzMDg5Mjk5OQ==&mid=2247488657&idx=1&sn=35db5e74c75d3becb53cb6dbce4b419a&chksm=e8ad2039dfdaa92fcbd050957e052d0f0f0cd27b4cf73b05aa7a1001bb9e07a77887b5a2ba73#rd,26届秋招,,快消零售,含免笔试,https://kemen.zhiye.com/campus/jobs,,陈克明食品,新乡 | 长沙 | 益阳 | 成都 | 驻马店,,研发管培生，产品管培生，项目管理管培生，市场调研管培生，渠道管培生，电商运营管培生，工艺设备管培生，生产管理管培生，品质管理管培生（食品相关专业，工商管理，设计，广告策划，理工科类，管理类专业，数学，统计学，市场营销，电子商务，食品类相关专业）,2025-10-12,
,,,招满即停,https://mp.weixin.qq.com/s/oG2ReUow6Ef6-WOlx6KQKA,26届秋招,,快消零售,含免笔试,https://career.bluemoon.com.cn/campus,,蓝月亮,广州,,人力资源管培生、IT管培生、财务管培生、技术研发类,2025-10-12,
,,,10.15,➡️校招公告,26届秋招,高露洁网申截止很早，10.15就结束，只给一个月的投递窗口期，要抓紧，有AI面,外企 | 快消零售,含免笔试,https://app.mokahr.com/campus-recruitment/colpal/92762#/,,高露洁,广州 | 上海 | 香港 | 全国各地,,"客户发展部培训生（全国）
 | 商务培训生（香港）
 | 电商培训生（上海）
 | 市场培训生（广州/上海）
 | 消费者创新中心培训生（广州）
 | 计划与物流培训生（广州）
 | 财务培训生（广州/上海）
 | 产品供应链培训生（广州）
 | 全球技术研发中心培训生（广州）
 | 人力资源培训生（广州）",2025-09-14,
,,,招满即停,https://mp.weixin.qq.com/s/waHWgLTePUNlbSQwaTI4Hg,26届秋招,长虹集团一共开放了几百个岗位，种类很多,国央企,含免笔试,长虹集团招聘,,长虹集团,成都 | 绵阳 | 合肥 | 北京 | 深圳 | 嘉兴 | 杭州 | 西安 | 广州,,"研发类，结构设计师、系统设计师、电路设计工程师、
 | 软件开发、算法软件工程师、硬件设计、语音
 | 算法工程师等133个岗位需求，工程类，工艺工程师、质量工程师、制造工程师、电气
 | 工程师、造价工程师、业务顾问等139个岗位
 | 需求，管理类，财务管理、会计、产品策划、采购、运营管培
 | 生等60个岗位需求，营销类客户经理、市场策划、电商运营经理、业务经
 | 理等69个岗位需求",2025-09-10,
,,,招满即停,https://mp.weixin.qq.com/s/_Uw-oG9aKFKybFJrv5yc1g,26届秋招,极兔快递的产研才有笔试，其他岗位都不需要笔试，是免笔试的,其他,含免笔试,👈文中扫码投递,,极兔快递,上海,,"物流营运类
 | 小语种类
 | （西/葡/阿）
 | 产品研发类
 | 综合职能类
 | 财务审计类
 | 海外岗位",2025-08-28,
,,,招满即停,https://mp.weixin.qq.com/s/gJseOLuhxTEph3hkexNPQQ,26届秋招,携程集团一些部门比较养老，偏WLB,互联网,含免笔试,,,携程集团,全国各地 | 上海,,研发类、产品类、综合类、人才计划,2025-08-24,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzIzOTc4NjUwMg==&mid=2247777178&idx=1&sn=9c01f2b716657b1d3946c34de3fc9b35&chksm=e92a34f3de5dbde56af099edf3c1e6c08873657ca0118aefff6ccd4d857c73b942d707fa9316#rd,26届秋招,大唐国际发电公司众多，免笔试，人才引进计划,国央企,含免笔试,https://zhaopin.china-cdt.com/,,大唐国际发电,北京 | 天津 | 唐山 | 武安 | 保定 | 张家口,,法学 财务管理/会计学 审计学 工程管理/工程造价 能源与动力工程 电气工程及其自动化 自动化 测控技术与仪器 计算机科学与技术 机械设计制造及其自动化 新能源科学与工程 应用化学,2025-10-21,
,,,招满即停,https://mp.weixin.qq.com/s/G3dyYdyg1Zxc7akI7sDURw,26届秋招,汉缆股份大部分岗位没有笔试，都是免笔试的,制造业,含免笔试,👈文中邮箱投递,,汉缆股份,青岛,,产品研发工程师国际业务经理生产管培生质量管理员等,2025-09-04,
,,,招满即停,https://mp.weixin.qq.com/s/9ospLuNb-ssrkzPCLe47jg,26届秋招,法雷奥中国通过简历筛选就面试，很多岗位都是免笔试的,外企 | 汽车新能源,含免笔试,👈文中扫码投递,,法雷奥中国,深圳 | 广州 | 上海 | 武汉 | 荆州 | 南京 | 无锡 | 台州 | 佛山 | 沈阳 | 常熟 | 娄底,,研发项目采购销售数字化工艺质量生产物流维修工业化环境安全财务人事,2025-09-04,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI4NTE0NDA1Nw==&mid=2649527527&idx=1&sn=58192421220c830a799554b9f8fd9cc9&chksm=f3e89271c49f1b67fab5280bc8544c67f6f085ab1092c74185cfd482995822f4728b516fdfa0#rd,26届秋招,三一集团面向小语种专业，多类岗位,制造业,含免笔试,https://sany.zhiye.com/campus/jobs?LocId=id4301label,,三一集团,长沙 | 广州 | 海外,,国际营销、国际营销管理、配件销售、配件管理、服务管理、大客户管理等 财务管理、税务管理 人力资源管理、HRBP 物流管理（法语、俄语、德语、西班牙语、葡萄牙语 阿拉伯语、意大利语、印尼语等小语种专业）,2025-11-03,
,,,招满即停,https://mp.weixin.qq.com/s/qZZ_cDAFeqbB37L_asnQ1w,26届秋招,,外企,含免笔试,👈扫码投递,,New Aim新目标,广州,,电商运营、采购、销售、HR、财务、管培生（电商运营/采购/IT）,2025-10-04,
,,,招满即停,https://mp.weixin.qq.com/s/2NSGeLhiZcM5wxHWzK6Tlg,26届秋招,精臣部分岗位需要笔试，大部分都是免笔试的,半导体,含免笔试,https://app.mokahr.com/campus-recruitment/niimbot/45368#/,,精臣,武汉,,国际营销类、国内营销类、运营类、供应链类、职能类,2025-10-01,
,,,招满即停,https://mp.weixin.qq.com/s/FgAW0rkHNdIo1QtD6o6ngQ,26届秋招,特斯拉的校招也来了，部分岗位有笔试，其他非技术岗都是免笔试的，但有可能毁约,外企 | 汽车新能源,含免笔试,👈文中查看投递港式,,特斯拉,上海 | 北京 | 全国各地,,"工程技术类
 | 动力能源类
 | 软件类
 | 硬件类
 | 材料类
 | 物流及设施运营类
 | 销售交付类
 | 服务类
 | 环境健康安全类
 | 职能支持类",2025-09-08,
,,,10.31,https://mp.weixin.qq.com/s/dT7IdsdzfBOIdN6dTBj8Xw,26届秋招,,外企,含免笔试,https://wecruit.hotjob.cn/SU6295c39a0dcad4522994d9a2/mc/position/campus,,卡夫亨氏,上海 | 全国各地,,国际管理培训生 国际生产制造管培生 销售培训生,2025-09-25,
,,,招满即停,https://mp.weixin.qq.com/s/4SmQhb9efLP4X77QZ2Fxyw,26届秋招,,国央企 | 建筑,含免笔试,https://xyzp.51job.com/bjcj2026/job.html?coname=&degreefrom=&industrytype=&keyword=&pageNum=22,,北京城建房地产开发有限公司,北京 | 杭州 | 济南 | 青岛 | 深圳,,规划设计（暖通、给排水、土木工程）；工程管理（暖通、给排水、土木工程、建筑电气）；成本管理（工程造价）；财务管理（会计学、财务管理）；营销管理（市场营销学、统计学、广告学）；党务管理（马克思主义理论、思想政治、汉语言文学）；综合行政（企业管理、工商管理、人力资源管理、法学类）,2025-10-10,
,,,招满即停,https://mp.weixin.qq.com/s/RK0sCVpLgvwVuAIsFcU-Hw,26届秋招,,国央企,含免笔试,https://www.hnrcsc.com/#/positionB/consultdetailss?termTaxonomyId=70&id=1009597,,湖南农业集团,长沙,,生产管理岗 实验岗 水产运营岗 财务岗 销售代表 电商运营岗 环保技术人员 环保运维操作工 财务岗 仓储部保管岗 仓储部质检岗 战略投资岗 资本运营岗 生产技术岗 生产工艺岗 行政管理岗 财务岗 销售岗 新媒体运营岗 驻场会计 肉品销售员 代养开发员 养殖储备干部 国际贸易,2025-10-08,
,,,招满即停,➡️校招公告,26届秋招,中船重工海声科技提供五险二金，带薪年休假,国央企,含免笔试,➡️投递渠道,,中船重工海声科技,宜昌,,助理设计师 设计师 主管设计师 副主任设计师 主任设计师 技术专家,2025-09-18,
,,,招满即停,https://mp.weixin.qq.com/s/3f2ycOcJbhv4MKjQhTuv5A,26届秋招,,国央企,含免笔试,👈文中扫码投递,,中煤矿建集团,合肥,,"矿建技术岗
 | 煤矿开采技术、采矿工程、矿井建设等
 | 矿建技术岗（非煤）
 | 采矿工程（非煤方向）等
 | 机电技术岗
 | 机械设计制造及其自动化、电气工程、机电一体化等
 | 土建技术岗
 | 土木工程、城市地下空间工程、道路与桥梁等
 | 测量技术岗
 | 测绘工程、工程测量等
 | 地质技术岗
 | 地质学、资源勘查工程、地质工程等
 | 安全技术岗
 | 安全工程、安全技术与管理、矿井通风等
 | 造价预算岗
 | 工程管理、工程造价等
 | 财务管理岗
 | 会计学、财务管理、审计学、税务学等
 | 物资管理岗
 | 物流管理、市场营销等
 | 人事管理岗
 | 人力资源管理、劳动与社会保障等
 | 燃气技术岗",2025-09-11,
,,,招满即停,https://mp.weixin.qq.com/s/eDjad_c6nprr3Qx7TwlWVQ,26届秋招,中机中联给七险一金和各种补助，而且只有测评，是免笔试的，直接开始面试,建筑,含免笔试,https://cmcu.zhiye.com/,,中机中联,重庆,,科技研发岗 工艺设计岗 工程设计岗  研发类 工程管理 项目管理 策划咨询岗 职能管理岗,2025-09-07,
,,,招满即停,https://mp.weixin.qq.com/s/MKh5H06rhLDRVGhoduPlrA,春招,有道领世有六险一金、带薪培训、有竞争力的年薪,教育,含免笔试,https://app.mokahr.com/campus-recruitment/lingshi/144566?locale=zh-CN#/,,有道领世,北京 | 石家庄 | 广州 | 沈阳,,教师管培生线上一对一老师 线下一对-老师线下班课老师,2026-02-05,
,,,招满即停,https://mp.weixin.qq.com/s/t-BZJg_tCpOTYveA1GiceQ,26届秋招,,外企,含免笔试,https://mp.weixin.qq.com/s/t-BZJg_tCpOTYveA1GiceQ,,埃维能中国,上海,,学徒工程师 研发工程师 销售工程师,2025-10-26,
,,,招满即停,https://mp.weixin.qq.com/s/_fZJWMZKg_0QDtYNzmpfvg,26届秋招,中裕能源招聘岗位多，遍布全国，薪资丰厚，奖金激励，公司福利，面向专业广,汽车新能源,含免笔试,https://www.zhongyuenergy.com/campus_recruit.html,,中裕能源,全国各地,,工程技术类： 项目管理 工程设计 工程造价 技术管理； 安全运营类： 安全管理 生产运营 设备管理 计量管理； 市场客服类： 市场开发 客户服务 营销策划 计划统计； 综合管理类： 财务管理 文秘 信息管理 法律事务,2025-10-20,
,,,招满即停,https://mp.weixin.qq.com/s/ntu017Eq56Z7y6-XzGg-Uw,26届秋招,华住集团有高薪资，众多福利，无笔试,其他,含免笔试,https://campus.hworld.com/campus/jobs,,华住集团,上海,,酒店经营方向 品牌运营方向 供应链管理方向 战略管理方向 市场营销方向 研发测试方向,2025-10-15,
,,,招满即停,https://mp.weixin.qq.com/s/bPQZYixjvvCKsH31bi8vVw,26届秋招,,其他,含免笔试,https://webapp.zhaopin.com/2023/hd/shyyl0825ZL81814/#/,,豫园珠宝时尚集团,上海 | 北京 | 四川 | 山东,,管培生：集团销售运营管理岗、AI星世代、终端零售销售管理岗,2025-10-07,
,,,11.30,https://mp.weixin.qq.com/s/3bfmv_7TaUIFNvGeDzzpLQ,26届秋招,戴尔在国内的份额一直被积压，但只有技术岗才有测评，其他都是免笔试，先HR面试，然后才是业务面试,外企,含免笔试,https://dell.tupu360.com/position/list?enter=menu&amp;lang=zh_CN&amp;type=CAMPUSRECRUITMENT&amp;state=dd00f9b4844c1e178ccccbb79b25f159&amp;code=021gszFa1XiXbK0ig2Ja1nutku4gszFo&amp;_t=1756363928227,,戴尔科技,上海 | 福建,,产品运营工程师、成本数据分析师、全球供应链管培生,2025-08-27,
,,,招满即止,https://mp.weixin.qq.com/s/6ywNLldwXTPG1JUbLwYLwA,26届秋招,,外企,含免笔试,https://app.mokahr.com/m/campus-recruitment/coolermaster/39733,,coolermaster集团,昆山 | 惠州,,热学设计 产品设计 自动化 电气 软件 包材 国际业务 品质工程师 采购 计划物控 项目管理 经管专员,2025-09-24,
,,,招满即停,https://mp.weixin.qq.com/s/uJZgff9SbBMjrJ4OFXARAA,26届秋招,横乐有五险一金，人才落户等人才政策，意外险，年度体检,生物医药,含免笔试,https://mp.weixin.qq.com/s/uJZgff9SbBMjrJ4OFXARAA,,横乐,珠海,,研发类 图像算法工程师、图像算法实习生、 软件开发实习生等 产品类 产品专员、产品实习生等 营销类 销售专员等 科研类 博士后(图像算法、运动控制算法方向)等 临床类 临床支持工程师、医学事务实习生等,2025-10-27,
,,,招满即停,https://mp.weixin.qq.com/s/bP2nN_s5bILbAOr5OSpgSQ,26届秋招,兴发集团有较高薪酬，女性友好，企业年金，人才政策，公积金优待,国央企,含免笔试,https://xym.51job.com/wechat/vuectmjobs/#/index?id=C88056D5-49C8-4A31-ACE0-3C793FF7AC31&color=31BE88&prd=yddzy,,兴发集团,上海 | 宜昌 | 襄阳 | 天门 | 宜都,,化学工程与工艺、高分子材料与工程、材料化学、应用化学、新能源材料与器件、过程装备与控制工程、机械设计制造及其自动化、化工机械、电气工程及其自动化、智能电网信息工程、测控技术与仪器、农学、矿物加工工程、矿业工程、计算机、信息安全、自动化、市场营销、旅游管理、经济学、国际贸易、化工类、英语、俄语等小语种相关专业、会计学、财务管理、金融学、汉语言文学、秘书学、新闻学、法学、马克思主义理论、思想政治教育传播学等相关专业。,2025-10-26,
,,,招满即停,https://mp.weixin.qq.com/s/CJdPKSELU9fmgId1fAr-MA,26届秋招,光华科技也有司龄奖、年度体检、年度旅游,能源,含免笔试,👈扫码投递,,GHTECH光华科技,广州 | 汕头 | 全国各地,,研发类、营销及市场类、生产及工艺管理类、技术服务类,2025-10-02,
,,,招满即止,https://mp.weixin.qq.com/s/rJQYDHB3BQwqeG7IebpPbA,26届秋招,,外企,含免笔试,https://app.mokahr.com/campus-recruitment/beigene/98935?locale=zh-CN&sessionid=#/jobs,,百济神州,北京 | 上海 | 苏州 | 广州,,临床前研发、临床开发、技术运营、商业运营,2025-09-26,
,,,招满即停,http://mp.weixin.qq.com/s/qt6OpxzG31o5zRUIzBCrew,26届秋招,银宝山新有高薪资，月入过万，五险一金落户政策，多种福利，奖励补贴，生活保障,制造业,含免笔试,http://mp.weixin.qq.com/s/qt6OpxzG31o5zRUIzBCrew,,银宝山新,东莞 | 惠州 | 天津,,营销管培生(英语) （市场营销或商务英语等专业优先）管培生(生产管理)（机械制造或工业工程相关专业） 模具设计工程师（机械设计与制造专业） 品质工程师（机械工程，模具设计，工业工程等专业方向） 项目管培生（机械工程等相关专业） 营销管培生(日语)（日语相关等专业优先） 财务管培生（财务，会计等相关专业优先）,2025-11-02,
,,,招满即停,https://mp.weixin.qq.com/s/m4H3YQhkFi-kAfE8s7BgbA,26届秋招,极石汽车有职业双通道发展，丰富企业活动，海外轮岗机会,汽车新能源,含免笔试,https://app.mokahr.com/campus-recruitment/roxmotor/147922#/job/abcb19ae-037b-4ffb-9312-46576223a06c,,极石汽车,上海,,海外营销管培生(俄/阿/法/西语),2025-10-29,
,,,10.31,https://gzw.cq.gov.cn/gqzp/202510/t20251024_15111894.html,26届秋招,重庆旅游资产管理要求大学本科及以上学历，中共党员,国央企,含免笔试,https://www.cqrc.net/gzw/index/postitem-25396.html,,重庆旅游资产管理,重庆,,行政文秘岗（汉语言文学或新闻类专业） 纪律检查岗（中文类、法学类、经济类等相关专业）,2025-10-27,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI2MDQ0NzI5Ng==&mid=2247507184&idx=1&sn=679486d8ce5b9f2aeb9dc197388087ad&chksm=ea6b11dfdd1c98c9fa90cae058f6c305635a40044fd6f7f59c93e331571ba639b61d04612388#rd,26届秋招,建发物业有五险，商业保险，多元培训，补贴,国央企 | 建筑,含免笔试,https://jfwyzp.zhiye.com/Campus,,建发物业,北京 | 上海 | 南京 | 无锡 | 苏州 | 杭州 | 福州 | 厦门 | 泉州 | 漳州 | 广州 | 成都,,项目管理岗（客户服务） 项目管理岗（社区运营） 工程技术岗 社商经营岗,2025-10-23,
,,,招满即停,https://mp.weixin.qq.com/s/ZzRFuAGlZ_2RKAI9hxCFAA,26届秋招,太阳雨集团六险二金，人才公寓，工作地点遍布全国，高薪酬,汽车新能源,含免笔试,https://solareast1.zhiye.com/campus/jobs,,太阳雨集团,全国各地,,研发工程师 技术工程师 履约工程师 服务工程师 产品经理 销售经理 项目经理 大客户经理,2025-10-22,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=Mzk4ODk5OTI5Ng==&mid=2247487412&idx=1&sn=d4b0b439a6ba796318fd917fd0051991&chksm=c5fdf45bf28a7d4dc280ede3869d7f4e8a5ad0e2ab2e5b9085529651b13150d1811b93a72531#rd,26届秋招,晨鸣集团五险一金，薪资高，双休节假日，女性友好,国央企,含免笔试,http://mp.weixin.qq.com/s?__biz=Mzk4ODk5OTI5Ng==&mid=2247487412&idx=1&sn=d4b0b439a6ba796318fd917fd0051991&chksm=c5fdf45bf28a7d4dc280ede3869d7f4e8a5ad0e2ab2e5b9085529651b13150d1811b93a72531#rd,,晨鸣集团,吉林 | 南昌 | 寿光 | 黄冈 | 湛江,,生产技术类（轻化工程、制浆造纸、印刷/包装工程、林产化工等相关专业） 设备管理类（电气工程及自动化、机械设计 制造、过程装备与控制工程等相关专业） 财务类（会计学、经济学、税务学、审计学等相关专业） 管理类（人力资源管理、企业管理、工商管理、行政管理等相关专业）,2025-10-19,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzIzNjc2MjE2Nw==&mid=2247495798&idx=1&sn=21d9bfa9703a69e409e21e0853c4da6d&chksm=e8d0552edfa7dc388d8f6ebf06e078f78f37bb5881c5914d4953a92d3025eb1da0e205b99d3e#rd,26届秋招,圣农集团有各种工资，五险一金，商业险意外险，晋升空间，多种福利,农业,含免笔试,https://sunnergp.zhiye.com/campus/jobs,,圣农集团,福州 | 南平 | 庆阳 | 全国各地,,育种 养殖 生产 设备 研发/品管 市场营销管理 饲料营养 战略执行管理 财务管理 采购管理 供应链管理 人资管理（相关专业：动物遗传育种与繁殖，畜牧，生物信息统计学，动物科学，动物医学，畜牧兽医，食品科学与工程，生物技术，机械类，电气工程类，机电类，制冷与空调技术，农业机械化及其自动化，生物工程，食品安全与质量，市场营销，管理学，动物营养与饲料学，工商管理，经济学，数据科学与大数据技术，供应链管理，会计学，财务管理，审计学，金融学，数学，统计学，物流管理，物流管理与工程类，管理科学与工程，人力资源管理，行政管理）,2025-10-23,
,,,招满即停,➡️校招公告,26届秋招,,制造业,含免笔试,➡️投递渠道,,飞科电器,上海 | 全国各地,,总裁办经理助理，财务会计，人事专员，助理开发工程师，助理网络工程师，助理质量工程师，文案策划，运营助理，剪辑师，城市经理,2025-09-18,
,,,招满即停,https://mp.weixin.qq.com/s/TmUboIFEqEikIEerusBMug,26届秋招,,制造业,含免笔试,👈文中扫码投递,,赫比集团,上海 | 苏州 | 南通 | 成都 | 国外,,"•模具设计
 | • 工业工程
 | • 模具项目
 | • 视觉测试
 | • 产品开发
 | • 机构研发
 | • 声学研发
 | • 软件研发
 | • 光学研发
 | • 电子研发
 | • 业务拓展
 | • 项目管理
 | • 财务
 | • 质量",2025-09-16,
,,,招满即停,https://mp.weixin.qq.com/s/wmCfnn-nOVtRoMcw-TL96g,26届秋招,,互联网,含免笔试,👈文中邮箱投递,,锐我科技,北京,,C++程序游戏策划游戏运营U3D程序游戏测试美术设计师,2025-09-15,
,,,招满即停,https://mp.weixin.qq.com/s/PiOWjFfOqT01QHEJzvmi2A,26届秋招,"重庆信托有三个招聘，2025、2026届毕业生岗位招聘
 | 非应届日常实习生持续招聘
 | 社会招聘岗位同步开放",国央企 | 金融,含免笔试,http://www.cqiti.com/joinus/,,重庆信托,重庆 | 北京 | 上海 | 深圳,," 信托业务岗（重庆、北京、上海、深圳）
 |  投资管理岗（重庆、北京）
 |  .固收投资岗（重庆、北京） 4.金融同业岗（重庆、北京 
 | 5.财务管理岗（重 
 | 
 | 6.产品运营岗（ ）
 | 
 | 7.法务合规岗 庆）
 | 
 | 8.人力资源管理 重庆）
 | 
 | 9.企业管 重庆）
 | 
 | 10.财富 （重庆）
 | 
 | 11.财富产品岗（重庆）",2025-09-18,
,,,招满即停,https://mp.weixin.qq.com/s/AgvkvVtvqwaBXOI2iWcvXg,26届秋招,劲浪体育不太要求学历，大专以上就可以,快消零售,含免笔试,👈文中邮箱投递,,劲浪体育,四川,,品牌零售管培生/带货主播/直播中控,2025-09-17,
,,,12.31,https://mp.weixin.qq.com/s/iWZY-ic5QLQtEWyHPykgtQ,26届秋招,小马智行不统一设置笔试，通过简历筛选的同学直通面试（免笔试）,汽车新能源,含免笔试,https://campus.pony.ai,,小马智行,北京 | 广州 | 上海,,研发工程师,2025-08-07,
,,,招满即止,https://mp.weixin.qq.com/s/jNeztzrBcsmXylUjmFenkQ,26届秋招,,外企,含免笔试,https://www.scientechresearch.io/,,Scientech Research,上海 | 北京,,量化研究员、量化开发工程师,2025-09-23,
